timestamp,action_type,item_id,source,user_answer,platform,datetime,hour,dayofweek,is_answered,action_type_encoded,platform_encoded,source_encoded,recommendation
1565096403559,enter,b3325,diagnosis,No Answer,mobile,2019-08-06 13:00:03.559,13,1,0,0,0,2,Recommend practice exercises or short videos
1565096461374,respond,q4793,diagnosis,a,mobile,2019-08-06 13:01:01.374,13,1,1,2,0,2,Recommend deeper articles or advanced content
1565096465406,submit,b3325,diagnosis,No Answer,mobile,2019-08-06 13:01:05.406,13,1,0,3,0,2,Recommend practice exercises or short videos
1565096465497,enter,b5020,diagnosis,No Answer,mobile,2019-08-06 13:01:05.497,13,1,0,0,0,2,Recommend practice exercises or short videos
1565096499772,respond,q6488,diagnosis,a,mobile,2019-08-06 13:01:39.772,13,1,1,2,0,2,Recommend deeper articles or advanced content
1565096504384,submit,b5020,diagnosis,No Answer,mobile,2019-08-06 13:01:44.384,13,1,0,3,0,2,Recommend practice exercises or short videos
1565096637922,enter,l504,archive,No Answer,mobile,2019-08-06 13:03:57.922,13,1,0,0,0,1,Recommend practice exercises or short videos
1565097007903,quit,l504,archive,No Answer,mobile,2019-08-06 13:10:07.903,13,1,0,1,0,1,Recommend practice exercises or short videos
1565097076398,enter,b356,sprint,No Answer,mobile,2019-08-06 13:11:16.398,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097095356,respond,q356,sprint,b,mobile,2019-08-06 13:11:35.356,13,1,1,2,0,6,Recommend deeper articles or advanced content
1565097102642,submit,b356,sprint,No Answer,mobile,2019-08-06 13:11:42.642,13,1,0,3,0,6,Recommend practice exercises or short videos
1565097102706,enter,e356,sprint,No Answer,mobile,2019-08-06 13:11:42.706,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097147894,quit,e356,sprint,No Answer,mobile,2019-08-06 13:12:27.894,13,1,0,1,0,6,Recommend practice exercises or short videos
1565097147947,enter,b1382,sprint,No Answer,mobile,2019-08-06 13:12:27.947,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097168971,respond,q1382,sprint,c,mobile,2019-08-06 13:12:48.971,13,1,1,2,0,6,Recommend deeper articles or advanced content
1565097172778,submit,b1382,sprint,No Answer,mobile,2019-08-06 13:12:52.778,13,1,0,3,0,6,Recommend practice exercises or short videos
1565097172828,enter,e1382,sprint,No Answer,mobile,2019-08-06 13:12:52.828,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097213739,quit,e1382,sprint,No Answer,mobile,2019-08-06 13:13:33.739,13,1,0,1,0,6,Recommend practice exercises or short videos
1565097213786,enter,b830,sprint,No Answer,mobile,2019-08-06 13:13:33.786,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097238650,respond,q830,sprint,b,mobile,2019-08-06 13:13:58.650,13,1,1,2,0,6,Recommend deeper articles or advanced content
1565097241501,submit,b830,sprint,No Answer,mobile,2019-08-06 13:14:01.501,13,1,0,3,0,6,Recommend practice exercises or short videos
1565097241571,enter,e830,sprint,No Answer,mobile,2019-08-06 13:14:01.571,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097273430,quit,e830,sprint,No Answer,mobile,2019-08-06 13:14:33.430,13,1,0,1,0,6,Recommend practice exercises or short videos
1565097273496,enter,b8312,sprint,No Answer,mobile,2019-08-06 13:14:33.496,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097295733,respond,q11259,sprint,b,mobile,2019-08-06 13:14:55.733,13,1,1,2,0,6,Recommend deeper articles or advanced content
1565097298840,submit,b8312,sprint,No Answer,mobile,2019-08-06 13:14:58.840,13,1,0,3,0,6,Recommend practice exercises or short videos
1565097298887,enter,e8312,sprint,No Answer,mobile,2019-08-06 13:14:58.887,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097325457,quit,e8312,sprint,No Answer,mobile,2019-08-06 13:15:25.457,13,1,0,1,0,6,Recommend practice exercises or short videos
1565097325534,enter,b1092,sprint,No Answer,mobile,2019-08-06 13:15:25.534,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097344934,respond,q1092,sprint,a,mobile,2019-08-06 13:15:44.934,13,1,1,2,0,6,Recommend deeper articles or advanced content
1565097348085,submit,b1092,sprint,No Answer,mobile,2019-08-06 13:15:48.085,13,1,0,3,0,6,Recommend practice exercises or short videos
1565097348135,enter,e1092,sprint,No Answer,mobile,2019-08-06 13:15:48.135,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097372586,quit,e1092,sprint,No Answer,mobile,2019-08-06 13:16:12.586,13,1,0,1,0,6,Recommend practice exercises or short videos
1565097372666,enter,b524,sprint,No Answer,mobile,2019-08-06 13:16:12.666,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097394176,respond,q524,sprint,a,mobile,2019-08-06 13:16:34.176,13,1,1,2,0,6,Recommend deeper articles or advanced content
1565097397355,submit,b524,sprint,No Answer,mobile,2019-08-06 13:16:37.355,13,1,0,3,0,6,Recommend practice exercises or short videos
1565097397421,enter,e524,sprint,No Answer,mobile,2019-08-06 13:16:37.421,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097424592,quit,e524,sprint,No Answer,mobile,2019-08-06 13:17:04.592,13,1,0,1,0,6,Recommend practice exercises or short videos
1565097424640,enter,b485,sprint,No Answer,mobile,2019-08-06 13:17:04.640,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097445208,respond,q485,sprint,c,mobile,2019-08-06 13:17:25.208,13,1,1,2,0,6,Recommend deeper articles or advanced content
1565097448675,submit,b485,sprint,No Answer,mobile,2019-08-06 13:17:28.675,13,1,0,3,0,6,Recommend practice exercises or short videos
1565097448760,enter,e485,sprint,No Answer,mobile,2019-08-06 13:17:28.760,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097471895,quit,e485,sprint,No Answer,mobile,2019-08-06 13:17:51.895,13,1,0,1,0,6,Recommend practice exercises or short videos
1565097471941,enter,b8314,sprint,No Answer,mobile,2019-08-06 13:17:51.941,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097494280,respond,q11261,sprint,b,mobile,2019-08-06 13:18:14.280,13,1,1,2,0,6,Recommend deeper articles or advanced content
1565097497903,submit,b8314,sprint,No Answer,mobile,2019-08-06 13:18:17.903,13,1,0,3,0,6,Recommend practice exercises or short videos
1565097497974,enter,e8314,sprint,No Answer,mobile,2019-08-06 13:18:17.974,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097523292,quit,e8314,sprint,No Answer,mobile,2019-08-06 13:18:43.292,13,1,0,1,0,6,Recommend practice exercises or short videos
1565097523360,enter,b1329,sprint,No Answer,mobile,2019-08-06 13:18:43.360,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097542398,respond,q1329,sprint,b,mobile,2019-08-06 13:19:02.398,13,1,1,2,0,6,Recommend deeper articles or advanced content
1565097546025,submit,b1329,sprint,No Answer,mobile,2019-08-06 13:19:06.025,13,1,0,3,0,6,Recommend practice exercises or short videos
1565097546076,enter,e1329,sprint,No Answer,mobile,2019-08-06 13:19:06.076,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097568247,quit,e1329,sprint,No Answer,mobile,2019-08-06 13:19:28.247,13,1,0,1,0,6,Recommend practice exercises or short videos
1565097568316,enter,b1204,sprint,No Answer,mobile,2019-08-06 13:19:28.316,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097586444,respond,q1204,sprint,c,mobile,2019-08-06 13:19:46.444,13,1,1,2,0,6,Recommend deeper articles or advanced content
1565097589751,submit,b1204,sprint,No Answer,mobile,2019-08-06 13:19:49.751,13,1,0,3,0,6,Recommend practice exercises or short videos
1565097589826,enter,e1204,sprint,No Answer,mobile,2019-08-06 13:19:49.826,13,1,0,0,0,6,Recommend practice exercises or short videos
1565097611532,quit,e1204,sprint,No Answer,mobile,2019-08-06 13:20:11.532,13,1,0,1,0,6,Recommend practice exercises or short videos
1565097630584,enter,e485,review,No Answer,mobile,2019-08-06 13:20:30.584,13,1,0,0,0,4,Recommend practice exercises or short videos
1565097649941,quit,e485,review,No Answer,mobile,2019-08-06 13:20:49.941,13,1,0,1,0,4,Recommend practice exercises or short videos
1565097724975,enter,e485,my_note,No Answer,mobile,2019-08-06 13:22:04.975,13,1,0,0,0,3,Recommend practice exercises or short videos
1565097731276,quit,e485,my_note,No Answer,mobile,2019-08-06 13:22:11.276,13,1,0,1,0,3,Recommend practice exercises or short videos
1565126465208,enter,b1329,review_quiz,No Answer,mobile,2019-08-06 21:21:05.208,21,1,0,0,0,5,Recommend practice exercises or short videos
1565126470041,submit,b1329,review_quiz,No Answer,mobile,2019-08-06 21:21:10.041,21,1,0,3,0,5,Recommend practice exercises or short videos
1565126540026,enter,b3423,sprint,No Answer,mobile,2019-08-06 21:22:20.026,21,1,0,0,0,6,Recommend practice exercises or short videos
1565126567567,respond,q4891,sprint,b,mobile,2019-08-06 21:22:47.567,21,1,1,2,0,6,Recommend deeper articles or advanced content
1565126570990,submit,b3423,sprint,No Answer,mobile,2019-08-06 21:22:50.990,21,1,0,3,0,6,Recommend practice exercises or short videos
1565126571092,enter,e3423,sprint,No Answer,mobile,2019-08-06 21:22:51.092,21,1,0,0,0,6,Recommend practice exercises or short videos
1565126596478,quit,e3423,sprint,No Answer,mobile,2019-08-06 21:23:16.478,21,1,0,1,0,6,Recommend practice exercises or short videos
1565126596564,enter,b4009,sprint,No Answer,mobile,2019-08-06 21:23:16.564,21,1,0,0,0,6,Recommend practice exercises or short videos
1565126631320,respond,q5477,sprint,a,mobile,2019-08-06 21:23:51.320,21,1,1,2,0,6,Recommend deeper articles or advanced content
1565126634154,submit,b4009,sprint,No Answer,mobile,2019-08-06 21:23:54.154,21,1,0,3,0,6,Recommend practice exercises or short videos
1565126634237,enter,e4009,sprint,No Answer,mobile,2019-08-06 21:23:54.237,21,1,0,0,0,6,Recommend practice exercises or short videos
1565126663448,quit,e4009,sprint,No Answer,mobile,2019-08-06 21:24:23.448,21,1,0,1,0,6,Recommend practice exercises or short videos
1565126663511,enter,b3581,sprint,No Answer,mobile,2019-08-06 21:24:23.511,21,1,0,0,0,6,Recommend practice exercises or short videos
1565126709857,respond,q5049,sprint,b,mobile,2019-08-06 21:25:09.857,21,1,1,2,0,6,Recommend deeper articles or advanced content
1565126712891,submit,b3581,sprint,No Answer,mobile,2019-08-06 21:25:12.891,21,1,0,3,0,6,Recommend practice exercises or short videos
1565126712936,enter,e3581,sprint,No Answer,mobile,2019-08-06 21:25:12.936,21,1,0,0,0,6,Recommend practice exercises or short videos
1565126749647,quit,e3581,sprint,No Answer,mobile,2019-08-06 21:25:49.647,21,1,0,1,0,6,Recommend practice exercises or short videos
1565126749716,enter,b11448,sprint,No Answer,mobile,2019-08-06 21:25:49.716,21,1,0,0,0,6,Recommend practice exercises or short videos
1565126784847,respond,q17211,sprint,c,mobile,2019-08-06 21:26:24.847,21,1,1,2,0,6,Recommend deeper articles or advanced content
1565126787786,submit,b11448,sprint,No Answer,mobile,2019-08-06 21:26:27.786,21,1,0,3,0,6,Recommend practice exercises or short videos
1565126787959,enter,e11448,sprint,No Answer,mobile,2019-08-06 21:26:27.959,21,1,0,0,0,6,Recommend practice exercises or short videos
1565126829583,quit,e11448,sprint,No Answer,mobile,2019-08-06 21:27:09.583,21,1,0,1,0,6,Recommend practice exercises or short videos
1565130438411,enter,b3292,sprint,No Answer,mobile,2019-08-06 22:27:18.411,22,1,0,0,0,6,Recommend practice exercises or short videos
1565130479397,respond,q4760,sprint,c,mobile,2019-08-06 22:27:59.397,22,1,1,2,0,6,Recommend deeper articles or advanced content
1565130482539,submit,b3292,sprint,No Answer,mobile,2019-08-06 22:28:02.539,22,1,0,3,0,6,Recommend practice exercises or short videos
1565130482859,enter,e3292,sprint,No Answer,mobile,2019-08-06 22:28:02.859,22,1,0,0,0,6,Recommend practice exercises or short videos
1565130561958,quit,e3292,sprint,No Answer,mobile,2019-08-06 22:29:21.958,22,1,0,1,0,6,Recommend practice exercises or short videos
1565130562070,enter,b4489,sprint,No Answer,mobile,2019-08-06 22:29:22.070,22,1,0,0,0,6,Recommend practice exercises or short videos
1565130590428,respond,q5957,sprint,c,mobile,2019-08-06 22:29:50.428,22,1,1,2,0,6,Recommend deeper articles or advanced content
1565130593511,submit,b4489,sprint,No Answer,mobile,2019-08-06 22:29:53.511,22,1,0,3,0,6,Recommend practice exercises or short videos
1565130593578,enter,e4489,sprint,No Answer,mobile,2019-08-06 22:29:53.578,22,1,0,0,0,6,Recommend practice exercises or short videos
1565130611721,quit,e4489,sprint,No Answer,mobile,2019-08-06 22:30:11.721,22,1,0,1,0,6,Recommend practice exercises or short videos
1565130611780,enter,b2573,sprint,No Answer,mobile,2019-08-06 22:30:11.780,22,1,0,0,0,6,Recommend practice exercises or short videos
1565130646510,respond,q4041,sprint,d,mobile,2019-08-06 22:30:46.510,22,1,1,2,0,6,Recommend deeper articles or advanced content
1565130649298,submit,b2573,sprint,No Answer,mobile,2019-08-06 22:30:49.298,22,1,0,3,0,6,Recommend practice exercises or short videos
1565130649364,enter,e2573,sprint,No Answer,mobile,2019-08-06 22:30:49.364,22,1,0,0,0,6,Recommend practice exercises or short videos
1565130669989,quit,e2573,sprint,No Answer,mobile,2019-08-06 22:31:09.989,22,1,0,1,0,6,Recommend practice exercises or short videos
1565130670070,enter,b5984,sprint,No Answer,mobile,2019-08-06 22:31:10.070,22,1,0,0,0,6,Recommend practice exercises or short videos
1565130695428,respond,q8633,sprint,d,mobile,2019-08-06 22:31:35.428,22,1,1,2,0,6,Recommend deeper articles or advanced content
1565130698356,submit,b5984,sprint,No Answer,mobile,2019-08-06 22:31:38.356,22,1,0,3,0,6,Recommend practice exercises or short videos
1565130698430,enter,e5984,sprint,No Answer,mobile,2019-08-06 22:31:38.430,22,1,0,0,0,6,Recommend practice exercises or short videos
1565130717598,quit,e5984,sprint,No Answer,mobile,2019-08-06 22:31:57.598,22,1,0,1,0,6,Recommend practice exercises or short videos
1565130717643,enter,b3012,sprint,No Answer,mobile,2019-08-06 22:31:57.643,22,1,0,0,0,6,Recommend practice exercises or short videos
1565130745637,respond,q4480,sprint,c,mobile,2019-08-06 22:32:25.637,22,1,1,2,0,6,Recommend deeper articles or advanced content
1565130748325,submit,b3012,sprint,No Answer,mobile,2019-08-06 22:32:28.325,22,1,0,3,0,6,Recommend practice exercises or short videos
1565130748393,enter,e3012,sprint,No Answer,mobile,2019-08-06 22:32:28.393,22,1,0,0,0,6,Recommend practice exercises or short videos
1565130778120,quit,e3012,sprint,No Answer,mobile,2019-08-06 22:32:58.120,22,1,0,1,0,6,Recommend practice exercises or short videos
1565130778192,enter,b2566,sprint,No Answer,mobile,2019-08-06 22:32:58.192,22,1,0,0,0,6,Recommend practice exercises or short videos
1565130786643,respond,q4034,sprint,d,mobile,2019-08-06 22:33:06.643,22,1,1,2,0,6,Recommend deeper articles or advanced content
1565130790446,submit,b2566,sprint,No Answer,mobile,2019-08-06 22:33:10.446,22,1,0,3,0,6,Recommend practice exercises or short videos
1565130790510,enter,e2566,sprint,No Answer,mobile,2019-08-06 22:33:10.510,22,1,0,0,0,6,Recommend practice exercises or short videos
1565130808698,quit,e2566,sprint,No Answer,mobile,2019-08-06 22:33:28.698,22,1,0,1,0,6,Recommend practice exercises or short videos
1565130819474,enter,e3292,review,No Answer,mobile,2019-08-06 22:33:39.474,22,1,0,0,0,4,Recommend practice exercises or short videos
1565130824106,quit,e3292,review,No Answer,mobile,2019-08-06 22:33:44.106,22,1,0,1,0,4,Recommend practice exercises or short videos
1565130827687,enter,e11448,review,No Answer,mobile,2019-08-06 22:33:47.687,22,1,0,0,0,4,Recommend practice exercises or short videos
1565130833081,quit,e11448,review,No Answer,mobile,2019-08-06 22:33:53.081,22,1,0,1,0,4,Recommend practice exercises or short videos
1565130836608,enter,e3581,review,No Answer,mobile,2019-08-06 22:33:56.608,22,1,0,0,0,4,Recommend practice exercises or short videos
1565130839324,quit,e3581,review,No Answer,mobile,2019-08-06 22:33:59.324,22,1,0,1,0,4,Recommend practice exercises or short videos
1565184341481,enter,b325,sprint,No Answer,mobile,2019-08-07 13:25:41.481,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184363054,respond,q325,sprint,c,mobile,2019-08-07 13:26:03.054,13,2,1,2,0,6,Recommend deeper articles or advanced content
1565184366202,submit,b325,sprint,No Answer,mobile,2019-08-07 13:26:06.202,13,2,0,3,0,6,Recommend practice exercises or short videos
1565184366274,enter,e325,sprint,No Answer,mobile,2019-08-07 13:26:06.274,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184409493,quit,e325,sprint,No Answer,mobile,2019-08-07 13:26:49.493,13,2,0,1,0,6,Recommend practice exercises or short videos
1565184409558,enter,b295,sprint,No Answer,mobile,2019-08-07 13:26:49.558,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184427097,respond,q295,sprint,c,mobile,2019-08-07 13:27:07.097,13,2,1,2,0,6,Recommend deeper articles or advanced content
1565184430176,submit,b295,sprint,No Answer,mobile,2019-08-07 13:27:10.176,13,2,0,3,0,6,Recommend practice exercises or short videos
1565184430222,enter,e295,sprint,No Answer,mobile,2019-08-07 13:27:10.222,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184486514,quit,e295,sprint,No Answer,mobile,2019-08-07 13:28:06.514,13,2,0,1,0,6,Recommend practice exercises or short videos
1565184486584,enter,b351,sprint,No Answer,mobile,2019-08-07 13:28:06.584,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184505199,respond,q351,sprint,b,mobile,2019-08-07 13:28:25.199,13,2,1,2,0,6,Recommend deeper articles or advanced content
1565184508287,submit,b351,sprint,No Answer,mobile,2019-08-07 13:28:28.287,13,2,0,3,0,6,Recommend practice exercises or short videos
1565184508335,enter,e351,sprint,No Answer,mobile,2019-08-07 13:28:28.335,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184570183,quit,e351,sprint,No Answer,mobile,2019-08-07 13:29:30.183,13,2,0,1,0,6,Recommend practice exercises or short videos
1565184570232,enter,b1298,sprint,No Answer,mobile,2019-08-07 13:29:30.232,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184590263,respond,q1298,sprint,a,mobile,2019-08-07 13:29:50.263,13,2,1,2,0,6,Recommend deeper articles or advanced content
1565184593411,submit,b1298,sprint,No Answer,mobile,2019-08-07 13:29:53.411,13,2,0,3,0,6,Recommend practice exercises or short videos
1565184593486,enter,e1298,sprint,No Answer,mobile,2019-08-07 13:29:53.486,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184638579,quit,e1298,sprint,No Answer,mobile,2019-08-07 13:30:38.579,13,2,0,1,0,6,Recommend practice exercises or short videos
1565184638651,enter,b1234,sprint,No Answer,mobile,2019-08-07 13:30:38.651,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184655557,respond,q1234,sprint,a,mobile,2019-08-07 13:30:55.557,13,2,1,2,0,6,Recommend deeper articles or advanced content
1565184657906,submit,b1234,sprint,No Answer,mobile,2019-08-07 13:30:57.906,13,2,0,3,0,6,Recommend practice exercises or short videos
1565184657951,enter,e1234,sprint,No Answer,mobile,2019-08-07 13:30:57.951,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184709001,quit,e1234,sprint,No Answer,mobile,2019-08-07 13:31:49.001,13,2,0,1,0,6,Recommend practice exercises or short videos
1565184709068,enter,b8316,sprint,No Answer,mobile,2019-08-07 13:31:49.068,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184728331,respond,q11263,sprint,b,mobile,2019-08-07 13:32:08.331,13,2,1,2,0,6,Recommend deeper articles or advanced content
1565184731146,submit,b8316,sprint,No Answer,mobile,2019-08-07 13:32:11.146,13,2,0,3,0,6,Recommend practice exercises or short videos
1565184731217,enter,e8316,sprint,No Answer,mobile,2019-08-07 13:32:11.217,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184787558,quit,e8316,sprint,No Answer,mobile,2019-08-07 13:33:07.558,13,2,0,1,0,6,Recommend practice exercises or short videos
1565184787623,enter,b391,sprint,No Answer,mobile,2019-08-07 13:33:07.623,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184808593,respond,q391,sprint,b,mobile,2019-08-07 13:33:28.593,13,2,1,2,0,6,Recommend deeper articles or advanced content
1565184811770,submit,b391,sprint,No Answer,mobile,2019-08-07 13:33:31.770,13,2,0,3,0,6,Recommend practice exercises or short videos
1565184811812,enter,e391,sprint,No Answer,mobile,2019-08-07 13:33:31.812,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184868851,quit,e391,sprint,No Answer,mobile,2019-08-07 13:34:28.851,13,2,0,1,0,6,Recommend practice exercises or short videos
1565184868929,enter,b1010,sprint,No Answer,mobile,2019-08-07 13:34:28.929,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184885301,respond,q1010,sprint,a,mobile,2019-08-07 13:34:45.301,13,2,1,2,0,6,Recommend deeper articles or advanced content
1565184887892,submit,b1010,sprint,No Answer,mobile,2019-08-07 13:34:47.892,13,2,0,3,0,6,Recommend practice exercises or short videos
1565184887957,enter,e1010,sprint,No Answer,mobile,2019-08-07 13:34:47.957,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184932859,quit,e1010,sprint,No Answer,mobile,2019-08-07 13:35:32.859,13,2,0,1,0,6,Recommend practice exercises or short videos
1565184932928,enter,b563,sprint,No Answer,mobile,2019-08-07 13:35:32.928,13,2,0,0,0,6,Recommend practice exercises or short videos
1565184952813,respond,q563,sprint,a,mobile,2019-08-07 13:35:52.813,13,2,1,2,0,6,Recommend deeper articles or advanced content
1565184956506,submit,b563,sprint,No Answer,mobile,2019-08-07 13:35:56.506,13,2,0,3,0,6,Recommend practice exercises or short videos
1565184956583,enter,e563,sprint,No Answer,mobile,2019-08-07 13:35:56.583,13,2,0,0,0,6,Recommend practice exercises or short videos
1565185012130,quit,e563,sprint,No Answer,mobile,2019-08-07 13:36:52.130,13,2,0,1,0,6,Recommend practice exercises or short videos
1565185012182,enter,b8315,sprint,No Answer,mobile,2019-08-07 13:36:52.182,13,2,0,0,0,6,Recommend practice exercises or short videos
1565185030418,respond,q11262,sprint,a,mobile,2019-08-07 13:37:10.418,13,2,1,2,0,6,Recommend deeper articles or advanced content
1565185033617,submit,b8315,sprint,No Answer,mobile,2019-08-07 13:37:13.617,13,2,0,3,0,6,Recommend practice exercises or short videos
1565185033692,enter,e8315,sprint,No Answer,mobile,2019-08-07 13:37:13.692,13,2,0,0,0,6,Recommend practice exercises or short videos
1565185086444,quit,e8315,sprint,No Answer,mobile,2019-08-07 13:38:06.444,13,2,0,1,0,6,Recommend practice exercises or short videos
1565185105561,enter,b2443,sprint,No Answer,mobile,2019-08-07 13:38:25.561,13,2,0,0,0,6,Recommend practice exercises or short videos
1565185186509,respond,q3911,sprint,a,mobile,2019-08-07 13:39:46.509,13,2,1,2,0,6,Recommend deeper articles or advanced content
1565185189762,submit,b2443,sprint,No Answer,mobile,2019-08-07 13:39:49.762,13,2,0,3,0,6,Recommend practice exercises or short videos
1565185189816,enter,e2443,sprint,No Answer,mobile,2019-08-07 13:39:49.816,13,2,0,0,0,6,Recommend practice exercises or short videos
1565185251616,quit,e2443,sprint,No Answer,mobile,2019-08-07 13:40:51.616,13,2,0,1,0,6,Recommend practice exercises or short videos
1565185251666,enter,b7137,sprint,No Answer,mobile,2019-08-07 13:40:51.666,13,2,0,0,0,6,Recommend practice exercises or short videos
1565185272790,respond,q9786,sprint,a,mobile,2019-08-07 13:41:12.790,13,2,1,2,0,6,Recommend deeper articles or advanced content
1565185275696,submit,b7137,sprint,No Answer,mobile,2019-08-07 13:41:15.696,13,2,0,3,0,6,Recommend practice exercises or short videos
1565185275759,enter,e7137,sprint,No Answer,mobile,2019-08-07 13:41:15.759,13,2,0,0,0,6,Recommend practice exercises or short videos
1565185299767,quit,e7137,sprint,No Answer,mobile,2019-08-07 13:41:39.767,13,2,0,1,0,6,Recommend practice exercises or short videos
1565185299840,enter,b3058,sprint,No Answer,mobile,2019-08-07 13:41:39.840,13,2,0,0,0,6,Recommend practice exercises or short videos
1565185331409,respond,q4526,sprint,d,mobile,2019-08-07 13:42:11.409,13,2,1,2,0,6,Recommend deeper articles or advanced content
1565185334356,submit,b3058,sprint,No Answer,mobile,2019-08-07 13:42:14.356,13,2,0,3,0,6,Recommend practice exercises or short videos
1565185334413,enter,e3058,sprint,No Answer,mobile,2019-08-07 13:42:14.413,13,2,0,0,0,6,Recommend practice exercises or short videos
1565185379014,quit,e3058,sprint,No Answer,mobile,2019-08-07 13:42:59.014,13,2,0,1,0,6,Recommend practice exercises or short videos
1565185379078,enter,b3763,sprint,No Answer,mobile,2019-08-07 13:42:59.078,13,2,0,0,0,6,Recommend practice exercises or short videos
1565185425775,respond,q5231,sprint,a,mobile,2019-08-07 13:43:45.775,13,2,1,2,0,6,Recommend deeper articles or advanced content
1565185430551,submit,b3763,sprint,No Answer,mobile,2019-08-07 13:43:50.551,13,2,0,3,0,6,Recommend practice exercises or short videos
1565185430599,enter,e3763,sprint,No Answer,mobile,2019-08-07 13:43:50.599,13,2,0,0,0,6,Recommend practice exercises or short videos
1565185454373,quit,e3763,sprint,No Answer,mobile,2019-08-07 13:44:14.373,13,2,0,1,0,6,Recommend practice exercises or short videos
1565185454431,enter,b3217,sprint,No Answer,mobile,2019-08-07 13:44:14.431,13,2,0,0,0,6,Recommend practice exercises or short videos
1565185477380,respond,q4685,sprint,b,mobile,2019-08-07 13:44:37.380,13,2,1,2,0,6,Recommend deeper articles or advanced content
1565185480390,submit,b3217,sprint,No Answer,mobile,2019-08-07 13:44:40.390,13,2,0,3,0,6,Recommend practice exercises or short videos
